district_key,counts,democratic,republican,active,rating,AFFGEOID
AZ-02,2,10.297814207650273,3.915422885572139,Democratic,Lean Democratic,5001500US0402
CA-43,2,21.18237347294939,827.0970556161396,Republican,Solid Democratic,5001500US0643
ID-02,2,3.163265306122449,1.1702127659574468,Democratic,Solid Republican,5001500US1602
NY-23,2,10.270018621973929,0.6382978723404256,Democratic,Solid Republican,5001500US3623
CT-03,2,4.344827586206897,0.2898550724637681,Democratic,Solid Democratic,5001500US0903
NY-04,2,0.75,0.6699507389162561,Democratic,Solid Democratic,5001500US3604
VA-06,2,7.243611584327087,65.44029850746269,Republican,Solid Republican,5001500US5106
CT-04,2,98.02134146341463,72.23177083333333,Democratic,Solid Democratic,5001500US0904
KY-06,2,148.87246376811595,11.054347826086957,Democratic,Toss-Up Republican,5001500US2106
WI-07,2,11.301724137931034,3.787878787878788,Democratic,Solid Republican,5001500US5507
TX-24,2,8.579931972789115,0.375,Democratic,Likely Republican,5001500US4824
MI-11,2,12.736493936052922,26.54,Republican,Lean Democratic,5001500US2611
MI-12,2,3.0,0.22413793103448276,Democratic,Solid Democratic,5001500US2612
TN-03,2,13.899103139013453,0.9836065573770492,Democratic,Solid Republican,5001500US4703
NY-13,2,9.25,0.8235294117647058,Democratic,Solid Democratic,5001500US3613
VA-05,2,3.925925925925926,7.987804878048781,Republican,Lean Republican,5001500US5105
IN-04,2,13.220430107526882,0.9391891891891891,Democratic,Solid Republican,5001500US1804
KS-02,2,12.50383631713555,8.046153846153846,Democratic,Toss-Up Republican,5001500US2002
MN-05,2,43.81329561527581,4.085427135678392,Democratic,Solid Democratic,5001500US2705
PA-15,2,6.752941176470588,0.16517857142857142,Democratic,Solid Republican,5001500US4215
OH-13,2,11.88265306122449,2.3865546218487395,Democratic,Solid Democratic,5001500US3913
FL-06,2,16.57243816254417,7.521951219512195,Democratic,Likely Republican,5001500US1206
TN-05,2,6.052631578947368,0.3992248062015504,Democratic,Solid Democratic,5001500US4705
FL-25,2,19.064814814814813,2.730769230769231,Democratic,Likely Republican,5001500US1225
CO-01,2,1.7391304347826086,1.7894736842105263,Republican,Solid Democratic,5001500US0801
KS-04,2,18.338482202820686,2.173076923076923,Democratic,Solid Republican,5001500US2004
TX-31,2,68.27727272727273,4.318181818181818,Democratic,Lean Republican,5001500US4831
CO-02,2,19.20689655172414,1.875,Democratic,Solid Democratic,5001500US0802
PA-06,2,49.79552715654952,4.481012658227848,Democratic,Likely Democratic,5001500US4206
KY-04,2,5.347438752783964,0.0,Democratic,Solid Republican,5001500US2104
CO-06,2,35.835489833641404,5.3125,Democratic,Lean Democratic,5001500US0806
AK-00,2,6.543367346938775,0.6666666666666666,Democratic,Likely Republican,5001500US0200
PA-04,2,10.382743362831858,1.3532338308457712,Democratic,Solid Democratic,5001500US4204
MN-03,2,58.4294670846395,5.4033613445378155,Democratic,Lean Democratic,5001500US2703
CA-15,2,73.29498525073747,5.09065934065934,Democratic,Solid Democratic,5001500US0615
PA-14,2,11.824742268041238,1.3,Democratic,Likely Republican,5001500US4214
TX-21,2,6.617210682492582,6.289638932496075,Democratic,Likely Republican,5001500US4821
TN-07,2,21.366197183098592,5.617801047120419,Democratic,Solid Republican,5001500US4707
GA-12,2,3.8777292576419216,2.0,Democratic,Solid Republican,5001500US1312
FL-26,2,20.66162570888469,13.415441176470589,Democratic,Toss-Up Republican,5001500US1226
CT-01,2,3.2294573643410853,0.7241379310344828,Democratic,Solid Democratic,5001500US0901
VA-01,2,10.0401376146789,1.9702970297029703,Democratic,Solid Republican,5001500US5101
FL-18,2,12.792122538293217,16.857142857142858,Republican,Likely Republican,5001500US1218
FL-15,2,17.94736842105263,1.3636363636363635,Democratic,Lean Republican,5001500US1215
NY-19,2,14.779231398201144,3.428125,Democratic,Toss-Up Republican,5001500US3619
KY-02,2,1.2647058823529411,1.0,Democratic,Solid Republican,5001500US2102
MN-01,2,20.257294429708224,9.494845360824742,Democratic,Toss-Up Democratic,5001500US2701
SC-04,2,4.298969072164948,3.0,Democratic,Solid Republican,5001500US4504
NC-09,2,30.276470588235295,7.62200956937799,Democratic,Toss-Up Republican,5001500US3709
MN-06,2,4.40461215932914,3.736231884057971,Democratic,Solid Republican,5001500US2706
MD-05,2,2.1724137931034484,0.0,Democratic,Solid Democratic,5001500US2405
MT-00,2,9.60632183908046,37.34782608695652,Republican,Lean Republican,5001500US3000
CA-10,2,20.16949152542373,3.4027777777777777,Democratic,Toss-Up Republican,5001500US0610
SC-01,2,73.499095840868,91.8048048048048,Republican,Lean Republican,5001500US4501
OH-02,2,13.877358490566039,1.9345238095238095,Democratic,Solid Republican,5001500US3902
TN-04,2,2.0,0.2,Democratic,Solid Republican,5001500US4704
MO-07,2,4.634241245136187,0.38333333333333336,Democratic,Solid Republican,5001500US2907
WV-03,2,21.279153534443942,9.959016393442623,Democratic,Lean Republican,5001500US5403
PA-08,2,11.39047619047619,2.5219638242894056,Democratic,Likely Democratic,5001500US4208
OH-05,2,6.471374045801527,0.9680851063829787,Democratic,Solid Republican,5001500US3905
CA-36,2,3.0,15.741935483870968,Republican,Solid Democratic,5001500US0636
IA-02,2,4.617647058823529,0.7317073170731707,Democratic,Solid Democratic,5001500US1902
IL-12,2,10.469072164948454,5.8478260869565215,Democratic,Toss-Up Republican,5001500US1712
MI-04,2,2.8048780487804876,0.0,Democratic,Solid Republican,5001500US2604
CA-39,2,16.78197997775306,9.512345679012345,Democratic,Toss-Up Republican,5001500US0639
UT-02,2,14.737276478679505,1.4038461538461537,Democratic,Solid Republican,5001500US4902
WA-05,2,44.63125,2.453488372093023,Democratic,Lean Republican,5001500US5305
KS-01,2,3.7719298245614037,5.717299578059071,Republican,Solid Republican,5001500US2001
NJ-07,2,39.54862842892768,7.108108108108108,Democratic,Toss-Up Republican,5001500US3407
CA-45,2,36.45180722891566,9.36,Democratic,Toss-Up Republican,5001500US0645
AR-02,2,13.5247311827957,3.8524590163934427,Democratic,Lean Republican,5001500US0502
OH-12,2,163.34470588235294,36.06185567010309,Democratic,Lean Republican,5001500US3912
NV-03,2,6.063444108761329,19.785813630041723,Republican,Lean Democratic,5001500US3203
NH-02,2,4.3359375,8.125,Republican,Solid Democratic,5001500US3302
CA-49,2,462.1493886230728,14.133333333333333,Democratic,Lean Democratic,5001500US0649
WA-09,2,28.850528025995125,0.0,Democratic,Solid Democratic,5001500US5309
IA-01,2,23.77179487179487,2.3815789473684212,Democratic,Lean Democratic,5001500US1901
MO-03,2,2.3866666666666667,1.1448275862068966,Democratic,Solid Republican,5001500US2903
NY-20,2,0.6186224489795918,0.6703056768558951,Republican,Solid Democratic,5001500US3620
MD-06,2,39.38785046728972,0.5194805194805194,Democratic,Solid Democratic,5001500US2406
OH-08,2,7.108374384236453,0.0,Democratic,Solid Republican,5001500US3908
MS-03,2,4.880281690140845,3.5386533665835413,Democratic,Solid Republican,5001500US2803
AR-04,2,7.053571428571429,0.554945054945055,Democratic,Solid Republican,5001500US0504
TX-08,2,4.050269299820466,2.1645885286783044,Democratic,Solid Republican,5001500US4808
PA-07,2,11.185714285714285,1.4583333333333333,Democratic,Lean Democratic,5001500US4207
CA-11,2,1.3770491803278688,1.5078125,Republican,Solid Democratic,5001500US0611
AL-01,2,14.382716049382717,1.7424242424242424,Democratic,Solid Republican,5001500US0101
FL-23,2,58.88947368421053,0.772020725388601,Democratic,Solid Democratic,5001500US1223
VA-11,2,6.564102564102564,5.1919561243144425,Democratic,Solid Democratic,5001500US5111
CA-04,2,59.54278416347382,1.8608695652173912,Democratic,Likely Republican,5001500US0604
CA-01,2,18.288,3.5,Democratic,Solid Republican,5001500US0601
NY-02,2,20.43126520681265,9.0,Democratic,Likely Republican,5001500US3602
TX-32,2,28.7723292469352,1.261111111111111,Democratic,Toss-Up Republican,5001500US4832
NM-02,2,14.654708520179373,12.047619047619047,Democratic,Toss-Up Republican,5001500US3502
GA-04,2,2.8292682926829267,8.0,Republican,Solid Democratic,5001500US1304
IL-08,2,3.5,0.5030674846625767,Democratic,Solid Democratic,5001500US1708
NY-03,2,2.064516129032258,104.12814070351759,Republican,Solid Democratic,5001500US3603
TN-09,2,2.2954545454545454,12.921725239616613,Republican,Solid Democratic,5001500US4709
SD-00,2,4.879350348027843,1.9318181818181819,Democratic,Solid Republican,5001500US4600
MI-09,2,2.923943661971831,2.2098765432098766,Democratic,Solid Democratic,5001500US2609
NJ-03,2,36.598290598290596,16.15,Democratic,Toss-Up Republican,5001500US3403
CA-23,2,5.588486140724947,17.166666666666668,Republican,Solid Republican,5001500US0623
CA-37,2,3.0,3.1887287024901703,Republican,Solid Democratic,5001500US0637
IL-11,2,0.8,7.0,Republican,Solid Democratic,5001500US1711
FL-13,2,14.66326530612245,0.45263157894736844,Democratic,Solid Democratic,5001500US1213
WI-01,2,1201.30175210902,2.175059952038369,Democratic,Lean Republican,5001500US5501
OH-07,2,17.93617021276596,2.3714285714285714,Democratic,Solid Republican,5001500US3907
NY-27,2,18.02532751091703,5.258064516129032,Democratic,Lean Republican,5001500US3627
IL-09,2,2.593582887700535,0.5302013422818792,Democratic,Solid Democratic,5001500US1709
NY-26,2,2.2,7.974874371859296,Republican,Solid Democratic,5001500US3626
TX-19,2,6.149171270718232,0.875,Democratic,Solid Republican,5001500US4819
NJ-05,2,1.8041237113402062,17.224137931034484,Republican,Likely Democratic,5001500US3405
TX-36,2,7.838655462184874,0.20689655172413793,Democratic,Solid Republican,5001500US4836
IN-05,2,7.465408805031447,1.6,Democratic,Solid Republican,5001500US1805
FL-10,1,0.8,0.0,Democratic,Solid Democratic,5001500US1210
CA-52,1,0.9,0.0,Democratic,Solid Democratic,5001500US0652
CA-19,1,0.47058823529411764,0.0,Democratic,Solid Democratic,5001500US0619
OR-03,1,50.6705069124424,0.0,Democratic,Solid Democratic,5001500US4103
VA-08,1,0.0,2.2548387096774194,Republican,Solid Democratic,5001500US5108
VT-00,1,2.0714285714285716,0.0,Democratic,Solid Democratic,5001500US5000
GA-06,1,0.0,17.0126582278481,Republican,Lean Republican,5001500US1306
MD-01,1,9.211974110032363,0.0,Democratic,Solid Republican,5001500US2401
CA-17,1,118.10603290676417,0.0,Democratic,Solid Democratic,5001500US0617
CA-13,1,5.977829638273046,0.0,Democratic,Solid Democratic,5001500US0613
NY-18,1,0.0,2.5113636363636362,Republican,Solid Democratic,5001500US3618
AL-07,1,3.764705882352941,0.0,Democratic,Solid Democratic,5001500US0107
MS-01,1,16.810650887573964,0.0,Democratic,Solid Republican,5001500US2801
CA-08,1,0.0,41.61563876651982,Republican,Solid Republican,5001500US0608
GA-07,1,55.72,0.0,Democratic,Lean Republican,5001500US1307
IL-06,1,18.619764397905758,0.0,Democratic,Lean Democratic,5001500US1706
CA-03,1,1.6,0.0,Democratic,Solid Democratic,5001500US0603
MI-01,1,0.0,2.0,Republican,Likely Republican,5001500US2601
TN-06,1,6.562867215041128,0.0,Democratic,Solid Republican,5001500US4706
PA-12,1,4.466960352422907,0.0,Democratic,Solid Republican,5001500US4212
LA-02,1,2.5,0.0,Democratic,Solid Democratic,5001500US2202
TX-11,1,4.656639004149378,0.0,Democratic,Solid Republican,5001500US4811
SC-05,1,91.3859649122807,0.0,Democratic,Solid Republican,5001500US4505
CA-22,1,772.5857487922706,0.0,Democratic,Solid Republican,5001500US0622
NY-10,1,0.0,36.23876404494382,Republican,Solid Democratic,5001500US3610
NC-12,1,3.0,0.0,Democratic,Solid Democratic,5001500US3712
OH-14,1,17.944816053511705,0.0,Democratic,Likely Republican,5001500US3914
OK-05,1,5.04,0.0,Democratic,Solid Republican,5001500US4005
NJ-06,1,3.1686746987951806,0.0,Democratic,Solid Democratic,5001500US3406
CA-44,1,2.201729106628242,0.0,Democratic,Solid Democratic,5001500US0644
CA-14,1,1.9390243902439024,0.0,Democratic,Solid Democratic,5001500US0614
CO-07,1,4.53030303030303,0.0,Democratic,Solid Democratic,5001500US0807
CA-02,1,9.185089974293058,0.0,Democratic,Solid Democratic,5001500US0602
MI-13,1,30.727436823104693,0.0,Democratic,Solid Democratic,5001500US2613
CA-25,1,36.305613305613306,0.0,Democratic,Toss-Up Republican,5001500US0625
PA-17,1,1005.7311827956989,0.0,Democratic,Likely Democratic,5001500US4217
CA-12,1,1136.163916391639,0.0,Democratic,Solid Democratic,5001500US0612
FL-17,1,0.0,13.538461538461538,Republican,Solid Republican,5001500US1217
CA-53,1,0.0,18.042194092827003,Republican,Solid Democratic,5001500US0653
TX-22,1,0.0,0.8781725888324873,Republican,Likely Republican,5001500US4822
WA-04,1,15.175141242937853,0.0,Democratic,Solid Republican,5001500US5304
MO-05,1,1.1403508771929824,0.0,Democratic,Solid Democratic,5001500US2905
NC-01,1,0.0,13.602173913043478,Republican,Solid Democratic,5001500US3701
SC-03,1,38.25854700854701,0.0,Democratic,Solid Republican,5001500US4503
NJ-09,1,1.25,0.0,Democratic,Solid Democratic,5001500US3409
CA-05,1,0.6956521739130435,0.0,Democratic,Solid Democratic,5001500US0605
FL-03,1,1.5948275862068966,0.0,Democratic,Solid Republican,5001500US1203
FL-14,1,5.775510204081633,0.0,Democratic,Solid Democratic,5001500US1214
TX-13,1,0.0,1.1111111111111112,Republican,Solid Republican,5001500US4813
TN-01,1,4.141430948419301,0.0,Democratic,Solid Republican,5001500US4701
TN-08,1,0.0,5.313432835820896,Republican,Solid Republican,5001500US4708
CA-27,1,6.144796380090498,0.0,Democratic,Solid Democratic,5001500US0627
CA-16,1,0.0,95.50943396226415,Republican,Likely Democratic,5001500US0616
ID-01,1,0.0,2.207547169811321,Republican,Solid Republican,5001500US1601
TX-33,1,4.73469387755102,0.0,Democratic,Solid Democratic,5001500US4833
NM-03,1,4.155172413793103,0.0,Democratic,Solid Democratic,5001500US3503
PA-11,1,27.568848758465013,0.0,Democratic,Solid Republican,5001500US4211
ME-01,1,0.0,0.5,Republican,Solid Democratic,5001500US2301
NV-01,1,0.0,1.121212121212121,Republican,Solid Democratic,5001500US3201
CA-50,1,71.59370078740157,0.0,Democratic,Lean Republican,5001500US0650
NE-03,1,5.6996699669967,0.0,Democratic,Solid Republican,5001500US3103
DE-00,1,4.741935483870968,0.0,Democratic,Solid Democratic,5001500US1000
TX-10,1,0.0,1.1911764705882353,Republican,Solid Republican,5001500US4810
MA-07,1,21.81531853972799,0.0,Democratic,Solid Democratic,5001500US2507
WI-03,1,0.0,1.103896103896104,Republican,Solid Democratic,5001500US5503
CA-18,1,0.36363636363636365,0.0,Democratic,Solid Democratic,5001500US0618
GA-14,1,0.0,3.5714285714285716,Republican,Solid Republican,5001500US1314
NJ-04,1,8.98137535816619,0.0,Democratic,Solid Republican,5001500US3404
MD-03,1,0.717948717948718,0.0,Democratic,Solid Democratic,5001500US2403
FL-12,1,13.46056782334385,0.0,Democratic,Solid Republican,5001500US1212
CA-47,1,0.7063106796116505,0.0,Democratic,Solid Democratic,5001500US0647
NY-12,1,62.14545454545455,0.0,Democratic,Solid Democratic,5001500US3612
MD-08,1,8.536585365853659,0.0,Democratic,Solid Democratic,5001500US2408
WA-01,1,1.1264367816091954,0.0,Democratic,Solid Democratic,5001500US5301
NY-07,1,3.2865707434052758,0.0,Democratic,Solid Democratic,5001500US3607
HI-01,1,0.0,2.076923076923077,Republican,Solid Democratic,5001500US1501
TX-26,1,8.75,0.0,Democratic,Solid Republican,5001500US4826
NY-15,1,12.0,0.0,Democratic,Solid Democratic,5001500US3615
AZ-07,1,144.78134556574923,0.0,Democratic,Solid Democratic,5001500US0407
CA-34,1,5.421933085501859,0.0,Democratic,Solid Democratic,5001500US0634
MI-10,1,5.8439201451905625,0.0,Democratic,Solid Republican,5001500US2610
IN-01,1,2.0,0.0,Democratic,Solid Democratic,5001500US1801
MI-02,1,27.615468409586057,0.0,Democratic,Solid Republican,5001500US2602
OH-09,1,1.3783783783783783,0.0,Democratic,Solid Democratic,5001500US3909
AL-05,1,22.19402985074627,0.0,Democratic,Solid Republican,5001500US0105
NY-24,1,12.982,0.0,Democratic,Lean Republican,5001500US3624
FL-08,1,10.556420233463035,0.0,Democratic,Solid Republican,5001500US1208
NC-04,1,0.0,52.59507042253521,Republican,Solid Democratic,5001500US3704
MS-04,1,5.3130590339892665,0.0,Democratic,Solid Republican,5001500US2804
CA-20,1,1.2352941176470589,0.0,Democratic,Solid Democratic,5001500US0620
